clean_text,clean_text_baseline,is_ambiguous
C The right to inspect and copy protected health information as provided by 164.524,c the right to inspect and copy protected health information as provided by 164524,0
b Attend all mandatory ONC training and program update sessions,b attend all mandatory onc training and program update sessions,0
170.550 EHR Module certification.,170550 ehr module certification,0
Irregular activities are identified based on County departments rules and regulations.,irregular activities are identified based on county departments rules and regulations,1
B Quality assessment and improvement activities in which treatment provided by participating covered entities is assessed by other participating covered entities or by a third party on their behalf or,b quality assessment and improvement activities in which treatment provided by participating covered entities is assessed by other participating covered entities or by a third party on their behalf or,0
2 Needy individual patient volume.,2 needy individual patient volume,0
The system shall provide the ability to document that a preventive or disease management service has been performed based on activities documented in the record e.g. vitals signs taken.,the system shall provide the ability to document that a preventive or disease management service has been performed based on activities documented in the record eg vitals signs taken,1
Subject to paragraph c of this section more than 40 percent of all permissible prescriptions written by the EP are transmitted electronically using certified EHR technology.,subject to paragraph c of this section more than 40 percent of all permissible prescriptions written by the ep are transmitted electronically using certified ehr technology,0
All interfaces and reports will undergo usability tests by CCR users.,all interfaces and reports will undergo usability tests by ccr users,0
A LHCP or PHA chooses to examine recent trends in diagnoses or to determine if an ailment is reaching epidemic proportions in a given area.,a lhcp or pha chooses to examine recent trends in diagnoses or to determine if an ailment is reaching epidemic proportions in a given area,0
The System shall allow entering storing and modifying product formulas.,the system shall allow entering storing and modifying product formulas,0
This subpart also provides enhanced Federal financial participation FFP to States to administer these incentive payments.,this subpart also provides enhanced federal financial participation ffp to states to administer these incentive payments,0
Support for Research Protocols Relative to Individual Patient Care,support for research protocols relative to individual patient care,0
Transmit clinical information to other information solutions using standards that retain the available level of coding and structure such as the HL7 Clinical Data Architecture,transmit clinical information to other information solutions using standards that retain the available level of coding and structure such as the hl7 clinical data architecture,0
screenshot below,screenshot below,0
The solution should implement electronic mechanisms to corroborate that electronic protected health information has not been altered or destroyed in an unauthorized manner.,the solution should implement electronic mechanisms to corroborate that electronic protected health information has not been altered or destroyed in an unauthorized manner,1
The product shall display each type of ship in a grid using an image of the specific type of ship.,the product shall display each type of ship in a grid using an image of the specific type of ship,0
Support for Patient and Family Preferences,support for patient and family preferences,0
The product shall have audit capabilities.,the product shall have audit capabilities,0
k Standard Uses and disclosures for specialized government functions,k standard uses and disclosures for specialized government functions,0
3.2.4.4 Alternative Flows.,3244 alternative flows,0
For the purposes of this subpart,for the purposes of this subpart,0
The list of received lab procedures is sorted by priority from most important to least important with a secondary sort by timestamp oldest to newest.,the list of received lab procedures is sorted by priority from most important to least important with a secondary sort by timestamp oldest to newest,1
An LHCP or patient can click the View Appointment Calendar link to view his or her appointments in the current month displayed on a calendar for the current month .,an lhcp or patient can click the view appointment calendar link to view his or her appointments in the current month displayed on a calendar for the current month,1
If the security question or answer has been set it is not null present security question and obtain answer .,if the security question or answer has been set it is not null present security question and obtain answer,0
The patient chooses to view all LHCPs the patient has ever had an office visit with and those whom he or she had designated .,the patient chooses to view all lhcps the patient has ever had an office visit with and those whom he or she had designated,0
When acting as a business associate for another covered entity a health care clearinghouse may perform the following functions,when acting as a business associate for another covered entity a health care clearinghouse may perform the following functions,1
b Health care clearinghouses must comply with the standards requirements and implementation specifications as follows,b health care clearinghouses must comply with the standards requirements and implementation specifications as follows,0
If a covered entity is a hybrid entity the requirements of subparts C and E of this part other than the requirements of this section 164.314 and 164.504 apply only to the health care components of the entity as specified in this section.,if a covered entity is a hybrid entity the requirements of subparts c and e of this part other than the requirements of this section 164314 and 164504 apply only to the health care components of the entity as specified in this section,0
At a minimum the version of the standard specified in 170.207c and,at a minimum the version of the standard specified in 170207c and,1
referred to as on site care providers by Department of Health and Human Services Emergency Responder Electronic Health Record Use Case Department of Health and Human Services.,referred to as on site care providers by department of health and human services emergency responder electronic health record use case department of health and human services,0
1 To establish that health information technology meets applicable standards and implementation specifications adopted by the Secretary or,1 to establish that health information technology meets applicable standards and implementation specifications adopted by the secretary or,0
This includes provisions related to duplication of payment avoidance.,this includes provisions related to duplication of payment avoidance,0
Clicking 'Print PDF' will generate the following PDF document to be saved or printed as necessary.,clicking print pdf will generate the following pdf document to be saved or printed as necessary,1
If the witness does not sign the transcript or offer corrections within 30 days computed in the same manner as prescribed under 160.526 of this part of receipt of notice of the opportunity to inspect the transcript the witness will be deemed to have agreed that the transcript is true and accurate.,if the witness does not sign the transcript or offer corrections within 30 days computed in the same manner as prescribed under 160526 of this part of receipt of notice of the opportunity to inspect the transcript the witness will be deemed to have agreed that the transcript is true and accurate,1
The iTrust user patient LHCP or administrator has authenticated himself or herself in the iTrust Medical Records system UC3 UC2.,the itrust user patient lhcp or administrator has authenticated himself or herself in the itrust medical records system uc3 uc2,0
3 Informing others.,3 informing others,0
The LHCP views his or her message inbox.,the lhcp views his or her message inbox,0
4 Contractor services.,4 contractor services,0
Use computerized provider order entry CPOE for medication orders directly entered by any licensed healthcare professional who can enter orders into the medical record per state local and professional guidelines.,use computerized provider order entry cpoe for medication orders directly entered by any licensed healthcare professional who can enter orders into the medical record per state local and professional guidelines,1
vii Medical record numbers,vii medical record numbers,0
2 The joint notice meets the implementation specifications in paragraph b of this section except that the statements required by this section may be altered to reflect the fact that the notice covers more than one covered entity and,2 the joint notice meets the implementation specifications in paragraph b of this section except that the statements required by this section may be altered to reflect the fact that the notice covers more than one covered entity and,1
The system shall have a MDI form that allows for the viewing of the graph and the data table.,the system shall have a mdi form that allows for the viewing of the graph and the data table,0
1 All applicable new possibly and possibly revised certification criteria adopted by the Secretary at subpart C of this part based on the test results of a NVLAP-accredited testing laboratory and,1 all applicable new possibly and possibly revised certification criteria adopted by the secretary at subpart c of this part based on the test results of a nvlapaccredited testing laboratory and,0
164.522 Rights to request privacy protection for protected health information.,164522 rights to request privacy protection for protected health information,0
Patients with blood pressure or glucose level out of range are highlighted normal blood pressure systolic 90-140 diastolic 60-90 normal glucose 70-150.,patients with blood pressure or glucose level out of range are highlighted normal blood pressure systolic 90140 diastolic 6090 normal glucose 70150,1
ONLY users that exist in the UAS system with the RFS system assigned to their roles shall access the RFS system and use it.,only users that exist in the uas system with the rfs system assigned to their roles shall access the rfs system and use it,0
The solution should support floor stock medication or bulk stock inventory control.,the solution should support floor stock medication or bulk stock inventory control,1
The plan must address responding to compromised account credentials such as passwords stolen by a key logger.,the plan must address responding to compromised account credentials such as passwords stolen by a key logger,0
His or her appointments in the current month shall be displayed on the calendar .,his or her appointments in the current month shall be displayed on the calendar,1
90 of survey respondents from each target market country will find that the language of the product is acceptable.,90 of survey respondents from each target market country will find that the language of the product is acceptable,0
The patient looks for an hospital with experience in physical services as specified by LOINC codes of the office visits UC15 and is given a list of the 5 most experienced Hospitals in that particular field.,the patient looks for an hospital with experience in physical services as specified by loinc codes of the office visits uc15 and is given a list of the 5 most experienced hospitals in that particular field,1
The solution should provide alerts for short man or tall man for all routes during the order entry process.,the solution should provide alerts for short man or tall man for all routes during the order entry process,1
170.205 Content exchange standards and implementation specifications for exchanging electronic health information.,170205 content exchange standards and implementation specifications for exchanging electronic health information,0
The vehicle data shall include vehicle year make and model,the vehicle data shall include vehicle year make and model,0
The system has the capability to have decision support capabilities and alerts that identify the reason for the alert relevant trigger data severity or risk and Integrated Decision Support.,the system has the capability to have decision support capabilities and alerts that identify the reason for the alert relevant trigger data severity or risk and integrated decision support,0
To see the Fee Sheet has been associated with this encounter click 'Visit History' in the navigation menu to go to the list of encounters for this patient.,to see the fee sheet has been associated with this encounter click visit history in the navigation menu to go to the list of encounters for this patient,1
3.2.37.3 Sub-flows.,32373 subflows,0
The solution should support the prescribing and ordering order communication dispensing administration monitoring formulary and inventory requirements of different types of inmate care facilities including outpatient surgery facilities.,the solution should support the prescribing and ordering order communication dispensing administration monitoring formulary and inventory requirements of different types of inmate care facilities including outpatient surgery facilities,1
170.306 Specific certification criteria for Complete EHRs or EHR Modules designed for an inpatient setting.,170306 specific certification criteria for complete ehrs or ehr modules designed for an inpatient setting,0
The information solution automatically locks the account or node for a five 5 minute time period when the maximum number of unsuccessful attempts is exceeded.,the information solution automatically locks the account or node for a five 5 minute time period when the maximum number of unsuccessful attempts is exceeded,1
f Such other matters as justice may require.,f such other matters as justice may require,1
Except as otherwise provided the following definitions apply to this subchapter,except as otherwise provided the following definitions apply to this subchapter,0
2 Submission.,2 submission,0
3.2.28.3 Sub-flows.,32283 subflows,0
The solution should present care processes from across the continuum of care.,the solution should present care processes from across the continuum of care,1
A sending HCP edits a previously created patient referral as long as the referral has not been viewed by the receiving HCP.,a sending hcp edits a previously created patient referral as long as the referral has not been viewed by the receiving hcp,0
1 Legal commercial organizational or ownership status,1 legal commercial organizational or ownership status,0
The solution should store seven 7 years of patient-inmate information within the operational data store.,the solution should store seven 7 years of patientinmate information within the operational data store,1
The system has the capability of tracking release of digital image files to patients or provided to an outside facility.,the system has the capability of tracking release of digital image files to patients or provided to an outside facility,0
The solution should limit access to pertinent functions and views only for portions of audit logs covered by the audit.,the solution should limit access to pertinent functions and views only for portions of audit logs covered by the audit,1
The counts shown include 1 the number of cases for the exact zip code provided and 2 the number of cases for the region region defined by the zip code that match the first three numbers in the provided zip code e.g. if zip code 27695 is provided all data with zip code 276xx is analyzed where each x is any digit from 0-9.,the counts shown include 1 the number of cases for the exact zip code provided and 2 the number of cases for the region region defined by the zip code that match the first three numbers in the provided zip code eg if zip code 27695 is provided all data with zip code 276xx is analyzed where each x is any digit from 09,0
i The covered entity may not use or disclose protected health information for fundraising purposes as otherwise permitted by paragraph f1 of this section unless a statement required by 164.520b1iiiB is included in the covered entity's notice,i the covered entity may not use or disclose protected health information for fundraising purposes as otherwise permitted by paragraph f1 of this section unless a statement required by 164520b1iiib is included in the covered entitys notice,1
"The system has the capability to address,0,0,0 LACountyEHRRequirements - parsed.json611,1 Surgical Procedures,0,0,0 LACountyEHRRequirements - parsed.json612,2 Surgical Personnel,0,0,0 LACountyEHRRequirements - parsed.json613,3 Surgical Inventory,0,0,0 LACountyEHRRequirements - parsed.json614,4 Items and Equipment,0,0,0 LACountyEHRRequirements - parsed.json615,5 Preference Cards,0,0,0 LACountyEHRRequirements - parsed.json616,6 Pick Lists,0,0,0 LACountyEHRRequirements - parsed.json617,7 Preference Card Comments,0,0,0 LACountyEHRRequirements - parsed.json618,8 Surgical Charging,0,0,0 LACountyEHRRequirements - parsed.json619,9 Bill Item or Price and Bill Code Association,0,0,0 LACountyEHRRequirements - parsed.json620,10 Anesthesiology required documentation",the system has the capability to address000 lacountyehrrequirements parsedjson6111 surgical procedures000 lacountyehrrequirements parsedjson6122 surgical personnel000 lacountyehrrequirements parsedjson6133 surgical inventory000 lacountyehrrequirements parsedjson6144 items and equipment000 lacountyehrrequirements parsedjson6155 preference cards000 lacountyehrrequirements parsedjson6166 pick lists000 lacountyehrrequirements parsedjson6177 preference card comments000 lacountyehrrequirements parsedjson6188 surgical charging000 lacountyehrrequirements parsedjson6199 bill item or price and bill code association000 lacountyehrrequirements parsedjson62010 anesthesiology required documentation,0
Meaningful EHR user means,meaningful ehr user means,0
As used in this subpart,as used in this subpart,0
The product shall use a standard navigation menu familiar to most web users.,the product shall use a standard navigation menu familiar to most web users,1
o Information that is not required shall not be exposed,o information that is not required shall not be exposed,1
1 The activities undertaken by,1 the activities undertaken by,0
8 A description of the process in place to ensure that no amounts higher than 90 percent of FFP will be claimed by the State for administrative expenses in administering the certified EHR technology incentive payment program and a methodology for verifying such information.,8 a description of the process in place to ensure that no amounts higher than 90 percent of ffp will be claimed by the state for administrative expenses in administering the certified ehr technology incentive payment program and a methodology for verifying such information,0
Included is a search feature where you can search for and select from the thousands of billing codes in the database.,included is a search feature where you can search for and select from the thousands of billing codes in the database,1
In this subpart,in this subpart,0
Personal Representative A person legally authorized to make health care decisions on an individual's behalf or to act for a deceased individual.,personal representative a person legally authorized to make health care decisions on an individuals behalf or to act for a deceased individual,0
The solution shall complete 100 of simple single-screen online inquiry transactions in under one second during peak usage.,the solution shall complete 100 of simple singlescreen online inquiry transactions in under one second during peak usage,1
D Report to the group health plan any use or disclosure of the information that is inconsistent with the uses or disclosures provided for of which it becomes aware,d report to the group health plan any use or disclosure of the information that is inconsistent with the uses or disclosures provided for of which it becomes aware,0
The ratings shall be from a scale of 1-10,the ratings shall be from a scale of 110,0
a If a penalty is proposed in accordance with this part the Secretary must deliver or send by certified mail with return receipt requested to the respondent written notice of the Secretary's intent to impose a penalty.,a if a penalty is proposed in accordance with this part the secretary must deliver or send by certified mail with return receipt requested to the respondent written notice of the secretarys intent to impose a penalty,0
We must be able to interface with any HTML browser.,we must be able to interface with any html browser,0
The solution should integrate with CDCR SOMS to retrieve patient demographic data.,the solution should integrate with cdcr soms to retrieve patient demographic data,1
The solution should provide the ability to use secure realtime messaging.,the solution should provide the ability to use secure realtime messaging,1
The solution should compute and display percentile values when data with normative distributions are entered.,the solution should compute and display percentile values when data with normative distributions are entered,1
iii Used in whole or in part by or for the covered entity to make decisions about individuals.,iii used in whole or in part by or for the covered entity to make decisions about individuals,0
C A brief description of the type of protected health information that was disclosed,c a brief description of the type of protected health information that was disclosed,1
The solution should track drugs returned to manufacturer or wholesalers.,the solution should track drugs returned to manufacturer or wholesalers,1
i The total Medicaid patient encounters in any representative continuous 90-day period in the preceding calendar year by,i the total medicaid patient encounters in any representative continuous 90day period in the preceding calendar year by,0
The system shall provide the ability to produce patient instructions and patient educational materials which may reside within the system or be provided through links to external source.,the system shall provide the ability to produce patient instructions and patient educational materials which may reside within the system or be provided through links to external source,1
3.2.40.1 Preconditions.,32401 preconditions,0
3.2.34.1 Preconditions.,32341 preconditions,0
Enter the correct data to complete the form and click 'Save'.,enter the correct data to complete the form and click save,0
To continue entering patient information click 'Edit' next to the desired section.,to continue entering patient information click edit next to the desired section,0
The system has the capability to support Online Technical Comments which include the ability for the technologist to document technical factors.,the system has the capability to support online technical comments which include the ability for the technologist to document technical factors,0
2 There is an auditable data source to support the clinics or group practices patient volume determination.,2 there is an auditable data source to support the clinics or group practices patient volume determination,0
Clicking 'Save' now links the selected issue to the selected encounter.,clicking save now links the selected issue to the selected encounter,0
e The ALJ must make a reasonable effort to dispose of all outstanding motions before the beginning of the hearing.,e the alj must make a reasonable effort to dispose of all outstanding motions before the beginning of the hearing,0
Location or logical address from which the information was accessed,location or logical address from which the information was accessed,1
b Flexibility of approach.,b flexibility of approach,0
3.2.6 UC6 View HCP Designate or Undesignate Designated Licensed Health Care Professional Use Case.,326 uc6 view hcp designate or undesignate designated licensed health care professional use case,0
Signature Date,signature date,0
Subpart RCoordination of Benefits,subpart rcoordination of benefits,0
The system has the capabilities for documenting Radiologists' interpretations of images either through dication or in writing.,the system has the capabilities for documenting radiologists interpretations of images either through dication or in writing,0
sites or or edi,sites or or edi,0
The displayed measurement for the quarter is zero.,the displayed measurement for the quarter is zero,0
The user is prompted to try again.,the user is prompted to try again,1
The drug desired to be prescribed is checked for interactions between other drugs currently taken by the patient.,the drug desired to be prescribed is checked for interactions between other drugs currently taken by the patient,0
Marketing means,marketing means,0
2 The National Coordinator will notify the applicant's authorized representative of its satisfactory application and its successful achievement of ONC-ATCB status.,2 the national coordinator will notify the applicants authorized representative of its satisfactory application and its successful achievement of oncatcb status,0
The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing users access level.,the disputes system shall generate a user report that details any new users that have been added and any changes to an existing users access level,1
170.553 Certification of health information technology other than Complete EHRs and EHR Modules.,170553 certification of health information technology other than complete ehrs and ehr modules,0
The solution should provide the ability to generate printable consent and authorization forms.,the solution should provide the ability to generate printable consent and authorization forms,1
d Section 1814l of the Act to provide an incentive payment to critical access hospitals that meaningfully use certified EHR technology based on the hospitals reasonable costs.,d section 1814l of the act to provide an incentive payment to critical access hospitals that meaningfully use certified ehr technology based on the hospitals reasonable costs,0
If the shot was marked as a hit the product shall allow the offensive player to define a shot.,if the shot was marked as a hit the product shall allow the offensive player to define a shot,1
The solution should provide the ability to derive care plans from order sets.,the solution should provide the ability to derive care plans from order sets,1
The solution should help prevent medication errors by using current JCAHO ISP and other widely accepted standards.,the solution should help prevent medication errors by using current jcaho isp and other widely accepted standards,1
Acceptable header fields currently includes.,acceptable header fields currently includes,0
The iTrust user Lab Technician patient or HCP has been authenticated in the iTrust Medical Records system UC3.,the itrust user lab technician patient or hcp has been authenticated in the itrust medical records system uc3,1
The solution should update cart fill lists with all types of orders entered e.g. new refill PRN's suspends etc..,the solution should update cart fill lists with all types of orders entered eg new refill prns suspends etc,1
Example 1994-11-05T131530-0500 corresponds to November 5 1994 81530 am US Eastern Standard Time.,example 19941105t1315300500 corresponds to november 5 1994 81530 am us eastern standard time,0
v For the facility's directory or to persons involved in the individual's care or other notification purposes as provided in 164.510,v for the facilitys directory or to persons involved in the individuals care or other notification purposes as provided in 164510,1
2i If the first payment year for a qualifying EP is 2014 then the payment limit for a payment year for the qualifying EP is the same as the amount specified in paragraph b1 of this section for such payment year for a qualifying EP whose first payment year is 2013.,2i if the first payment year for a qualifying ep is 2014 then the payment limit for a payment year for the qualifying ep is the same as the amount specified in paragraph b1 of this section for such payment year for a qualifying ep whose first payment year is 2013,0
ii Measure.,ii measure,0
The equipment storing PHI and BI should be subject to Physical access restrictions Place the server in a protected locked area and limit access.,the equipment storing phi and bi should be subject to physical access restrictions place the server in a protected locked area and limit access,1
c Where a document has been served or issued by placing it in the mail an additional 5 days must be added to the time permitted for any response.,c where a document has been served or issued by placing it in the mail an additional 5 days must be added to the time permitted for any response,0
iii Any additional types of costs that an EP EH or CAH would pay to implement the Complete EHR's or EHR Module's capabilities in order to attempt to meet meaningful use objectives and measures.,iii any additional types of costs that an ep eh or cah would pay to implement the complete ehrs or ehr modules capabilities in order to attempt to meet meaningful use objectives and measures,1
First Download OpenEMR from sourceforge,first download openemr from sourceforge,0
For example any in the range of 100-199 are for use case one any in the range of 200-299 are in use case two.,for example any in the range of 100199 are for use case one any in the range of 200299 are in use case two,0
b ONC-ATCBs are permitted up to six months after the sunset date to complete all testing and certification activities associated with requests for testing and certification of Complete EHRs possibly and possibly EHR Modules received prior to the sunset date.,b oncatcbs are permitted up to six months after the sunset date to complete all testing and certification activities associated with requests for testing and certification of complete ehrs possibly and possibly ehr modules received prior to the sunset date,1
files accessed,files accessed,0
1 The revocation of an ONC-ATCB is effective as soon as the ONC-ATCB receives the revocation notice.,1 the revocation of an oncatcb is effective as soon as the oncatcb receives the revocation notice,0
who or when proactively determined needed patient care for the patient other then DLHCP.,who or when proactively determined needed patient care for the patient other then dlhcp,0
The system has the capability to customize template fields to be tied to standard nomenclature.,the system has the capability to customize template fields to be tied to standard nomenclature,1
iv A description of each purpose of the requested use or disclosure.,iv a description of each purpose of the requested use or disclosure,0
You may click on an issue in the list at any time to edit it.,you may click on an issue in the list at any time to edit it,1
1 Includes patient demographic and clinical health information such as medical history and problem lists,1 includes patient demographic and clinical health information such as medical history and problem lists,0
The Support for Standard Care Plans Guidelines Protocols capability should conform to DC.2.2.1.2 Support for Context-Sensitive Care Plans Guidelines Protocols requirements.,the support for standard care plans guidelines protocols capability should conform to dc2212 support for contextsensitive care plans guidelines protocols requirements,1
PART 164SECURITY AND PRIVACY,part 164security and privacy,0
This is what will be sent to the clearinghouse by whatever method has been specified.,this is what will be sent to the clearinghouse by whatever method has been specified,0
NCPDP SCRIPT Standard Implementation Guide Version 10.6 incorporated by reference in 170.299.,ncpdp script standard implementation guide version 106 incorporated by reference in 170299,0
6 Preferred languagethe standard specified in 170.207g.,6 preferred languagethe standard specified in 170207g,0
o Physical Token,o physical token,0
3 Previous testing and certification that it performed if its conduct necessitates the recertification of Complete EHRs possibly and possibly EHR Modules,3 previous testing and certification that it performed if its conduct necessitates the recertification of complete ehrs possibly and possibly ehr modules,0
The system has the capability to support written prescription image capture through the Retail Pharmacy solution.,the system has the capability to support written prescription image capture through the retail pharmacy solution,0
e Additional requirement for the eligible hospital.,e additional requirement for the eligible hospital,0
1 The actions i.e. view download transmission that occurred,1 the actions ie view download transmission that occurred,0
2 Unreviewable grounds for denial.,2 unreviewable grounds for denial,0
The product shall comply with the estimatics laws relating to recycled parts usage.,the product shall comply with the estimatics laws relating to recycled parts usage,0
In this part unless otherwise indicated,in this part unless otherwise indicated,0
A covered entity may change a privacy practice that is stated in the notice and the related policies and procedures without having reserved the right to do so provided that,a covered entity may change a privacy practice that is stated in the notice and the related policies and procedures without having reserved the right to do so provided that,1
Implement physical safeguards for all workstations that access electronic protected health information to restrict access to authorized users.,implement physical safeguards for all workstations that access electronic protected health information to restrict access to authorized users,0
iii Provide for adequate separation between the group health plan and the plan sponsor.,iii provide for adequate separation between the group health plan and the plan sponsor,1
3.2.29.5 Logging.,32295 logging,0
iv The specific features of brand name or equal descriptions that bidders are required to meet when such items are included in the solicitation.,iv the specific features of brand name or equal descriptions that bidders are required to meet when such items are included in the solicitation,1
The User agrees to destroy and send written certification of the destruction of the files to CMS within 30 days.,the user agrees to destroy and send written certification of the destruction of the files to cms within 30 days,0
You can search for a particular contact in the address book by entering their name possibly and possibly specialty at the top of the page and clicking 'Search'.,you can search for a particular contact in the address book by entering their name possibly and possibly specialty at the top of the page and clicking search,1
H Make its internal practices books and records relating to the use and disclosure of protected health information received from or created or received by the business associate on behalf of the covered entity available to the Secretary for purposes of determining the covered entity's compliance with this subpart and,h make its internal practices books and records relating to the use and disclosure of protected health information received from or created or received by the business associate on behalf of the covered entity available to the secretary for purposes of determining the covered entitys compliance with this subpart and,0
The next page is 'OpenEMR Setup'.,the next page is openemr setup,0
Signature Signature,signature signature,0
The solution should capture other clinical measures such as peak expiratory flow rate size of lesions oxygen saturation height weight and body mass index as discrete elements of structured or unstructured data.,the solution should capture other clinical measures such as peak expiratory flow rate size of lesions oxygen saturation height weight and body mass index as discrete elements of structured or unstructured data,1
ONC Transport and Security Specification incorporated by reference in 170.299.,onc transport and security specification incorporated by reference in 170299,0
The administrator will maintain a listing of allowable immunizations that an HCP can use.,the administrator will maintain a listing of allowable immunizations that an hcp can use,1
System errors are logged to the error log.,system errors are logged to the error log,1
a General rule.,a general rule,0
3.2.23.3 Sub-flows.,32233 subflows,0
1i The audit log must record the information specified in sections 7.2 through 7.4 7.6 and 7.7 of the standard specified at 170.210h when EHR technology is in use.,1i the audit log must record the information specified in sections 72 through 74 76 and 77 of the standard specified at 170210h when ehr technology is in use,0
The solution should store historical values of demographic data over time.,the solution should store historical values of demographic data over time,1
b Payments to the MA organization.,b payments to the ma organization,0
The website will allow customers to search for movies by title actor or director.,the website will allow customers to search for movies by title actor or director,0
164.302 Applicability.,164302 applicability,0
a1 Standard Personnel designations.,a1 standard personnel designations,0
Select the appropriate encounter from the list on the right to highlight it.,select the appropriate encounter from the list on the right to highlight it,1
A Name and address,a name and address,0
495.350 State Medicaid agency attestations.,495350 state medicaid agency attestations,0
The notification center displays 'You haven't entered remote monitoring information for today yet' if the patient is being monitored for telemedicine but the patient or personal health representative hasn't entered remote monitoring information for the current date yet.,the notification center displays you havent entered remote monitoring information for today yet if the patient is being monitored for telemedicine but the patient or personal health representative hasnt entered remote monitoring information for the current date yet,1
16 Care team members.,16 care team members,0
The solution should provide the ability to create access privilege rules to guide solution behavior.,the solution should provide the ability to create access privilege rules to guide solution behavior,1
The product shall be supported using the corporate support center.,the product shall be supported using the corporate support center,1
7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year.,7 data files shall be received from the bdw and loaded into the rfs system within 3 hours one day prior to the start of budgeting process every year,1
The solution should present an alert via warnings of orders that should be inappropriate or contraindicated for specific patients at the time of provider order entry.,the solution should present an alert via warnings of orders that should be inappropriate or contraindicated for specific patients at the time of provider order entry,1
The product shall be available during normal business hours.,the product shall be available during normal business hours,0
495.310 Medicaid provider incentive payments.,495310 medicaid provider incentive payments,0
The solution should provide the ability to save report definitions for later use.,the solution should provide the ability to save report definitions for later use,1
5 Optionalambulatory setting onlycancer case information.,5 optionalambulatory setting onlycancer case information,0
The Support for Medication Recommendations capability should conform to function IN 1.4 Patient Access Management requirements.,the support for medication recommendations capability should conform to function in 14 patient access management requirements,1
The solution should provide the ability to receive store and display clinical result images such as radiologic images received from an external source.,the solution should provide the ability to receive store and display clinical result images such as radiologic images received from an external source,1
495.212 Limitation on review.,495212 limitation on review,0
3 The product version,3 the product version,0
Of specific concern are the patient Safety Goals that address infection control e.g. central line infections surgical site infections.,of specific concern are the patient safety goals that address infection control eg central line infections surgical site infections,0
You are then presented with a form for generating a PDF of the prescription information.,you are then presented with a form for generating a pdf of the prescription information,0
A covered entity that agrees to a restriction must document the restriction in accordance with 164.530j.,a covered entity that agrees to a restriction must document the restriction in accordance with 164530j,0
No application that requires a login shall offer to or be capable of remembering a users credentials.,no application that requires a login shall offer to or be capable of remembering a users credentials,0
Technical Requirements,technical requirements,0
ii Records described at 20 U.S.C. 1232ga4Biv and,ii records described at 20 usc 1232ga4biv and,0
A covered entity must cooperate with the Secretary if the Secretary undertakes an investigation or compliance review of the policies procedures or practices of the covered entity to determine whether it is complying with the applicable administrative simplification provisions.,a covered entity must cooperate with the secretary if the secretary undertakes an investigation or compliance review of the policies procedures or practices of the covered entity to determine whether it is complying with the applicable administrative simplification provisions,0
2 Verify that the certification bodies it accredits and ONC-ACBs conform to at a minimum ISO or IEC Guide 651996 incorporated by reference in 170.599,2 verify that the certification bodies it accredits and oncacbs conform to at a minimum iso or iec guide 651996 incorporated by reference in 170599,1
The solution should support the Health Care Claim Status X12N 276 or 277.,the solution should support the health care claim status x12n 276 or 277,1
B Unduplicated Needy Individual encounters in the same 90-day period by,b unduplicated needy individual encounters in the same 90day period by,0
162.900 Compliance dates for transaction standards and code sets.,162900 compliance dates for transaction standards and code sets,0
4 Laboratory test results.,4 laboratory test results,0
The Disputes application shall ensure that only authorized users are allowed to logon to the application.,the disputes application shall ensure that only authorized users are allowed to logon to the application,1
When you are finished click 'Create New Patient'.,when you are finished click create new patient,1
ii Separation or discharge from military service.,ii separation or discharge from military service,0
At this time you will need to add each plan as a separate insurance company.,at this time you will need to add each plan as a separate insurance company,0
If the respondent has no knowledge of a particular finding of fact and so states the finding shall be deemed denied.,if the respondent has no knowledge of a particular finding of fact and so states the finding shall be deemed denied,1
2i Assignments in Medicare must be consistent with Section 1842b6A of the Act and 42 CFR part 424 subpart F.,2i assignments in medicare must be consistent with section 1842b6a of the act and 42 cfr part 424 subpart f,0
v For hospitals whose first payment year is FY 2015,v for hospitals whose first payment year is fy 2015,0
The solution should provide view of the entire medication history for any medication including alternative supplements and herbal medications for authorized users.,the solution should provide view of the entire medication history for any medication including alternative supplements and herbal medications for authorized users,1
Automatic log-off.,automatic logoff,0
The State agency must allow HHS access to all records and systems operated by the State in support of this program including cost records associated with approved administrative funding and incentive payments to Medicaid providers.,the state agency must allow hhs access to all records and systems operated by the state in support of this program including cost records associated with approved administrative funding and incentive payments to medicaid providers,0
b The Secretary may adopt a modification at any time during the first year after the standard or implementation specification is initially adopted if the Secretary determines that the modification is necessary to permit compliance with the standard or implementation specification.,b the secretary may adopt a modification at any time during the first year after the standard or implementation specification is initially adopted if the secretary determines that the modification is necessary to permit compliance with the standard or implementation specification,1
